ID	# PATHWAYS CONTAINING	AVG. DIFF. EXP. CASES	DEGREE
SGCE	0	0	1
PUF60	0	0	38
Hdac2	0	0	3
Hdac1	0	0	3
Smarcb1	0	0	1
SGCA	0	0	2
SNRPB2	0	0	3
HSP30	0	0	1
Hdac7	0	0	2
RPL7A	0	0	2
PTPRN2	0	0	1
DYX1C1	0	0	2
TREX2	0	0	1
MEIG1	0	0	1
MTUS2	0	0	5
UBAC1	0	0	11
C21orf91	0	0	1
MTUS1	0	0	1
AFG3L2	0	0	4
HIST1H4A	0	0	31
ASS1	0	0	3
CDAN1	0	0	1
RRAGB	0	0	2
RHEBL1	0	0	1
RRAGA	0	0	3
RRAGD	0	0	3
RRAGC	0	0	3
BET3	0	0	1
AKAP1	0	0	9
EIF5A2	0	0	1
WBP1	0	0	4
WBP2	0	0	4
VIPR1	0	0	5
WBP4	0	0	2
WBP5	0	0	5
AKAP9	0	0	15
AKAP8	0	0	7
PKD2L1	0	0	2
AKAP7	0	0	3
AKAP6	0	0	4
AKAP5	0	0	9
CARHSP1	0	0	4
AKAP4	0	0	5
TRMT2A	0	0	1
AKAP3	0	0	6
AKAP2	0	0	1
NUAK2	0	0	1
NHLH1	0	0	3
RDBP	0	0	9
SHOC2	1	0	3
MEST	0	0	3
RGAG4	0	0	2
ZFPL1	0	0	1
SIAH1	0	0	33
STK11IP	0	0	2
SIAH2	0	0	16
DDIT4L	0	0	1
GDF5	0	0	6
AVPR1A	0	0	2
ACADSB	0	0	1
AVPR1B	0	0	1
NUAK1	0	0	8
GDF6	0	0	3
COX7A2L	0	0	1
HSPBAP1	0	0	1
GDF9	1	0	33
Cggbp1	0	0	1
Actb	0	0	7
CCDC88B	0	0	1
STAG1	0	0	6
ZFPM1	0	0	5
CCDC88A	0	0	2
STAG2	0	0	2
STAG3	0	0	2
GOLGB1	0	0	9
Rps6ka1	0	0	1
PDE12	0	0	1
Rps6ka3	0	0	2
TSHZ1	0	0	1
TRMT11	0	0	4
EZR	0	0	49
ITM2B	0	0	1
ZFPM2	0	0	3
ITM2C	0	0	1
NECAB3	0	0	2
NECAB2	0	0	18
GPM6B	0	0	1
BEX2	0	0	3
BEX1	0	0	1
TSHZ2	0	0	1
PDE1A	0	0	2
TSHZ3	0	0	1
GDE1	0	0	2
Pafah1b3	0	0	1
NAGPA	0	0	2
GMCL1	0	0	1
GOLGA3	0	0	4
EPM2AIP1	0	0	1
DNMT3L	0	0	5
GOLGA4	0	0	2
HIST1H3A	0	0	42
GNG11	0	0	3
GOLGA5	0	0	2
Crhr1	0	0	2
HIST1H3B	0	0	2
GNG10	0	0	2
Rps6kb1	0	0	8
GOLGA1	0	0	3
GOLGA2	0	0	17
HIST1H3G	0	0	1
TREX1	0	0	3
HIST1H3H	0	0	1
AGFG1	0	0	7
GOLGA7	0	0	1
HIST1H3C	0	0	1
Crhr2	0	0	4
HIST1H3E	0	0	2
AGFG2	0	0	3
HIST1H3F	0	0	1
STRBP	0	0	2
LILRB1	0	0	6
LILRB2	0	0	5
LILRB4	0	0	2
GNG13	0	0	4
GIYD2	0	0	39
PDZK1IP1	0	1,00	3
FRG1	0	0	1
RDH5	0	0	1
RAPSN	0	0	3
ALDOC	0	0	1
ALDOB	0	0	1
ALDOA	0	0	8
SGK3	0	0	1
UMPS	0	0	2
KPTN	0	0	5
SGK1	0	0	23
Nr4a1	0	0	1
CLIC6	0	0	3
ACVRL1	0	0	2
MYCBP	0	0	12
CLIC5	0	0	1
CLIC4	0	0	1
STRAP	0	0	11
FASTKD5	0	0	1
C21orf63	0	0	1
ZBTB8OS	0	0	1
UMOD	0	0	1
CX3CL1	0	0	1
VPS4	0	0	1
C21orf56	0	0	1
ANKRD2	0	0	8
ANKRD1	0	0	2
MPZL1	0	0	2
TNFAIP8L1	0	0	1
FADD	0	0	31
ANKRD6	0	0	3
CLIC3	0	0	1
CLIC2	0	0	1
ANKRD5	0	0	1
CLIC1	0	0	3
MAP4K2	0	0	4
PRMT7	0	0	5
MAP4K3	0	0	5
MAP4K1	0	0	14
PRMT8	0	0	1
PRMT3	0	0	1
PRMT2	0	0	5
PRMT5	0	0	32
C21orf30	0	0	1
PRMT1	0	0	46
C19orf2	0	0	7
TJP2	0	0	17
TJP1	0	0	30
Fbxw5	0	0	2
DLC1	0	0	1
STAC3	0	0	2
WAC	0	0	1
ANKRA2	0	0	1
TJP3	0	0	3
GDI2	0	0	7
GDI1	0	0	6
FAF1	0	0	5
FAF2	0	0	7
WAS	0	0	31
OLA1	0	0	3
LILRA3	0	0	1
Map3k7	0	0	3
Map3k6	0	0	1
C21orf7	0	0	2
STAB2	0	0	3
DLAT	0	0	5
NUSAP1	0	0	1
Rap2a	0	0	3
MAP4K4	0	0	13
RSPRY1	0	0	2
MAP4K5	0	0	7
TGFB1	0	0	24
TGFB3	0	0	2
PTCD3	0	0	5
TGFB2	0	0	8
AMY1A	0	0	4
UNC5CL	0	0	2
PDE6G	0	0	4
ABZ2	0	0	1
ARID3A	0	0	2
ZFC3H1	0	0	2
ARID3B	0	0	4
FAH	0	0	1
CGRRF1	0	0	1
TBL1XR1	0	0	6
ILVBL	0	0	2
DNAJC30	0	0	1
RPL7L1	0	0	2
FAP	0	0	1
FAS	0	0	32
Shroom1	0	0	1
ELMO1	0	0	2
TGFBI	0	0	1
FAU	0	0	1
PMP22	0	0	1
STAM2	0	0	14
RGS19	0	0	8
RGS18	0	0	4
At3g49660	0	0	1
RGS14	0	0	6
RGS17	0	0	1
RGS16	0	0	8
ARID4A	0	0	4
ARID4B	0	0	8
KIAA2026	0	0	2
CIB1	0	0	12
STRN3	0	0	29
FBL	0	0	24
STRN4	0	0	28
TMEM123	0	0	1
PTTG1	0	0	10
KIAA2018	0	0	1
CLASP1	0	0	2
RGS20	0	0	17
CLASP2	0	0	7
ZC3H10	0	0	1
IGKV2-40	0	0	2
ATP6V0C	0	0	2
Syt2	0	0	1
PAM18	0	0	1
PAM16	0	0	1
DNAJC13	0	0	1
CTPS2	0	0	2
DNAJC14	0	0	2
SDCBP	0	0	18
UPK3A	0	0	1
DNAJC19	0	0	4
DLG1	0	0	38
DLG2	0	0	19
DLG3	1	0	37
DLG4	0	0	75
DLG5	0	0	7
MDFIC	0	0	3
GDNF	0	0	2
DNAJC10	0	0	2
CHMP7	0	0	2
CHMP5	0	0	2
CHMP6	0	0	4
PDE9A	0	0	2
SH3KBP1	0	0	30
SEL1L3	0	0	1
EcR	0	0	1
TMEM104	0	0	1
PODXL	0	0	2
SOHLH2	0	0	1
POGZ	0	0	4
SIRPA	0	0	4
ZC3H18	0	0	1
ZC3H14	0	0	2
Ppid	0	0	1
ATP6V1F	0	0	1
ATP6V1H	0	0	1
HSPA9	0	0	9
XLMO1	0	0	1
Vdr	0	0	1
HSPA6	0	0	4
HSPA5	0	0	31
HSPA8	1	0	63
HSPA2	0	0	8
NFKBIZ	20	1,00	2
DTNBP1	0	0	11
HSPA4	0	0	71
BFAR	0	0	7
Epn1	0	0	1
UPK1A	0	0	1
NFKBIB	0	0	8
NFKBIA	20	1,00	34
FES	0	0	12
MEIS2	0	0	3
FER	0	0	8
MEIS1	0	0	6
SGS1	0	0	1
ALDH18A1	0	0	1
NFKBIE	0	0	5
NID1	0	1,00	10
HSPB7	0	0	1
HSPB8	0	0	4
HSPB3	0	0	16
HSPB2	0	0	9
NID2	0	0	7
ELAVL1	0	0	6
ELAVL2	0	0	4
HSPB1	0	0	21
ELAVL3	0	0	1
ELAVL4	1	0	2
UPK1B	0	0	1
NRIP1	0	0	33
HIST1H1E	0	0	3
PDE4A	0	0	3
ZC3H7A	0	0	1
HIST1H1A	0	0	12
HIST1H1B	0	0	1
MYCL1	0	0	1
FGA	0	0	11
HIST1H1C	0	0	3
FGB	0	0	7
WTAP	0	0	2
FGG	0	0	4
SGTA	0	0	19
POLQ	0	0	1
PDE4D	0	0	3
SGTB	0	0	2
ARID1A	0	0	16
ARID1B	0	0	10
DLK1	0	0	2
DLK2	0	0	3
FGR	0	0	13
POMC	0	0	6
LTBR	0	0	8
PALLD	0	0	1
LMX1B	0	0	1
LMX1A	0	0	3
RGS10	0	0	6
VDAC3	0	0	2
VDAC2	0	0	4
RGS12	0	0	3
VDAC1	0	0	17
POLDIP2	0	0	4
POLDIP3	0	0	2
WIZ	0	0	3
DBF4B	0	0	2
HSPD1	0	0	17
SH3YL1	0	0	4
NADSYN1	0	0	2
ACAN	0	0	5
Efs	0	0	1
Add1	0	0	1
POLB	0	0	8
POLE	0	0	5
ALDH2	0	0	9
POLK	0	0	2
Vhl	0	0	1
PDE6D	0	0	19
POLM	0	0	6
POLL	0	0	7
GUSB	0	0	1
POLI	0	0	3
POLH	0	0	7
FIE	0	0	1
ATE1	0	0	1
FRS3	1	0	2
FRS2	0	0	12
Vim	0	0	1
FAR1	0	0	1
POP1	0	0	4
ATF2	0	0	24
Myl12b	0	0	1
ATF3	0	0	14
ATF1	0	0	9
Lactb	0	0	1
TESK1	0	0	7
PON2	0	0	1
ATP5A1	0	0	2
TESK2	0	0	1
LCAT	0	0	2
DLL1	0	0	3
ACCS	0	0	1
CD2AP	0	0	10
SPOCK3	0	0	3
SPOCK2	0	0	1
SAMD3	0	0	1
ATG3	0	0	17
F11r	0	0	1
VANGL1	0	0	1
QARS	0	0	8
FASN	0	0	3
FAT1	0	0	1
F13B	0	0	2
ATF6	0	0	7
ATF7	0	0	2
ATF4	1	0	26
ATF5	0	0	6
POP7	0	0	4
FLG	0	0	1
CDCA2	0	0	1
CDCA3	0	0	5
CDCA4	0	0	4
SFRS17A	0	0	4
CDCA5	0	0	5
POP5	0	0	3
POP4	0	0	5
CDCA7	0	0	1
CDCA8	0	0	11
PDGFC	0	0	1
GATA6	0	0	2
PDGFB	1	1,00	6
ATP5C1	0	0	17
PDGFA	0	0	4
GATA5	0	0	1
GATA4	0	0	13
F11R	0	0	6
GATA3	0	0	11
GATA2	0	0	14
CIAO1	0	0	11
GATA1	0	0	32
EPB41L1	0	0	8
Dnmt3a	0	0	2
EPB41L2	0	0	6
EPB41L3	0	0	10
PIP5K1A	0	0	1
PIP5K1B	0	0	2
PIP5K1C	0	0	3
ATG7	0	0	11
ATG5	0	0	8
FUCA1	0	0	2
Ecsit	0	0	2
SPHK2	0	0	1
SPHK1	0	0	2
FN1	0	0	36
EPS15L1	0	0	4
MAGOHB	0	0	3
SLC7A5	0	0	1
CRLF1	0	0	1
SLC7A7	0	0	1
SLC7A8	0	0	2
Ldha	0	0	1
BHLHE40	0	0	6
BHLHE41	0	0	1
PI4KB	0	0	6
Stat3	0	0	2
PI4KA	0	0	2
Stat2	0	0	1
Stat1	0	0	5
LIMS1	0	0	6
POT1	0	0	5
LIMS2	0	0	1
NUP62CL	0	0	1
ACHE	0	0	1
ELOF1	0	0	2
NOC4L	1	0	10
HOXC13	0	0	5
HOXC11	0	0	10
ATIC	0	0	12
Pick1	0	0	3
TCP11L1	1	0	1
Serpina3k	1	0	1
FOS	0	0	36
CNPY2	0	0	1
NOC3L	0	0	1
LDOC1	3	0	25
WTIP	0	0	1
RABIF	0	0	10
SLMAP	0	0	10
CINP	0	0	1
FRYL	0	0	4
Ikbkb	0	0	2
XRCC6BP1	0	0	1
LIN37	0	0	1
ATL2	0	0	1
MTMR15	0	0	2
NOC2L	0	0	5
Ikbkg	0	0	3
SMPD4	0	0	1
WRN	0	0	20
NINL	1	0	35
P4HTM	0	0	1
Rab34	0	0	3
CORO2A	0	0	1
Rab38	0	0	5
EIF1AX	0	0	2
CDC25A	0	0	20
GOLM1	0	0	11
CORO2B	0	0	2
Ilf2	0	0	1
CDC25B	0	0	19
CDC25C	0	0	17
ATXN2L	0	0	4
WT1	0	0	6
POX1	0	0	1
Nptxr	0	0	1
IL6ST	0	0	23
FRK	0	0	1
Socs1	0	0	2
NIP7	0	0	2
DLST	1	0	17
PLOD3	0	0	7
Pmpca	0	0	1
ATN1	0	0	17
PLOD2	0	0	2
Socs6	0	0	2
RCHY1	0	0	6
HSP90B1	0	0	16
EIF1AD	0	0	1
KIAA1967	0	0	19
CEP250	0	0	2
MFN2	0	0	1
ADORA1	0	0	5
CIR1	0	0	5
CISH	0	0	4
BNIP3L	0	0	6
FST	0	0	2
NDC80	0	0	14
Rab3b	0	0	3
ACLY	1	0	6
Hist2h2ab	0	0	1
NIT1	0	0	1
Nptx1	0	0	1
DMXL2	0	0	2
LCN2	0	1,00	1
LCN1	0	0	2
wee1B	0	0	1
FTL	0	0	7
SLC27A4	0	0	2
NIT2	0	0	1
SLC27A6	0	0	5
COL17A1	0	0	7
ATP8	0	0	4
ATP6	0	0	1
EIF4EBP1	0	0	10
LIN7B	0	0	7
LIN7A	0	0	9
CORO1A	0	0	2
LIN7C	0	0	9
CYP2C19	0	0	1
CORO1C	0	0	1
CHAF1A	0	0	26
Rab2b	0	0	1
CHAF1B	0	0	8
EIF4EBP2	0	0	1
EIF4EBP3	0	0	3
RPL21P97	0	0	1
CIT2	0	0	1
SYBU	0	0	1
EIF5B	0	0	2
FUS	0	0	16
EIF5A	0	0	3
Atp5f1	0	0	1
APAF1	0	0	10
CDC5L	0	0	41
FUZ	0	0	1
LCP1	0	0	1
TMBIM4	0	0	9
RN7SK	0	0	2
SYF2	0	0	2
LCOR	0	0	2
LCP2	0	0	18
TMBIM6	0	0	1
CD247	0	0	13
CD244	0	0	1
DLX1	0	0	1
DLX2	0	0	5
EIF4B	0	0	8
MCFD2	0	0	1
SHC3	0	0	5
SHC1	0	0	80
DLX5	0	0	4
SHC2	0	0	3
GEA1	0	0	1
CDC73	0	0	13
YJL118W	0	0	1
ACP5	0	0	6
ACP6	0	0	9
EIF4H	0	0	1
EIF4E	0	0	14
ACP1	0	0	9
NTRK2	0	0	17
EIF3A	0	0	30
NTRK3	0	0	6
MARCKSL1	0	0	1
REC8	0	0	3
NTRK1	0	0	21
GADD45GIP1	0	0	7
Rab14	0	0	1
Rab13	0	0	3
ATRX	0	0	16
NFKBIL2	0	0	2
NFKBIL1	0	0	10
MID1IP1	0	0	1
SYT17	0	0	4
Rab17	0	0	2
SYT16	0	0	1
CIRBP	0	0	3
HDGFRP2	0	0	1
SYT14	0	0	1
CDC40	0	0	2
CDC42	1	0	99
TSPAN17	0	0	1
EHBP1	0	0	4
CDC34	0	0	12
MCM3AP	0	0	8
EIF3L	0	0	9
ATXN10	0	0	4
HAND1	0	0	5
KCTD10	0	0	4
SYT13	0	0	1
CDC37	1	0	21
KCTD11	0	0	2
EIF3M	0	0	5
SYT11	0	0	2
EIF3J	0	0	11
HAND2	0	0	10
EIF3K	0	0	10
CDC39	0	0	3
Rhobtb1	0	0	5
EIF3H	0	0	30
EIF3I	0	0	11
KCTD15	0	0	2
EIF3F	0	0	40
KCTD12	0	0	2
FXN	0	0	1
EIF3G	0	0	12
STUB1	0	0	45
KCTD13	0	0	14
CD226	0	0	4
EIF3D	0	0	9
EIF3E	0	0	22
PIK3AP1	0	0	1
EIF3B	0	0	18
EIF3C	0	0	14
KCTD17	0	0	9
PRPS2	0	0	1
MGRN1	0	0	11
AKAP8L	0	0	9
PRPS1	0	0	3
PBXIP1	0	0	7
FYB	0	0	4
RLBP1	0	0	1
CDC45	0	0	8
HHEX	0	0	3
FYN	3	0	93
ATP6V1E1	0	0	7
CIZ1	0	0	1
BSDC1	0	0	1
PPA1	0	0	6
CDC20	0	0	34
CDC16	0	0	13
CD209	0	0	1
EIF1B	0	0	29
CD200	0	0	1
TAGLN	0	0	4
IL27RA	0	0	4
ACTB	0	0	38
CDC23	0	0	10
Vapa	0	0	1
Vapb	0	0	1
CDC26	0	0	3
CSNK1D	0	0	6
CDC27	0	0	27
FSD1	0	0	1
STAT5B	0	0	15
RAB27A	0	0	20
PPBP	0	0	5
RAB27B	0	0	6
CSNK1E	0	0	12
IFFO1	0	0	3
AIMP2	0	0	17
Mtap7d1	0	0	1
AIMP1	0	0	2
CSNK2B	0	0	37
ATP6V1B1	0	0	1
Nkiras1	0	0	4
LPAR2	0	0	3
PPAN	0	0	2
WFDC2	0	0	1
GEFT	0	0	3
WFDC5	0	0	1
EPC1	0	0	2
EPC2	0	0	1
STAT5A	7	1,00	21
IL11	0	0	1
Slc7a7	0	0	1
IL10	0	0	2
IL16	0	0	18
FSHB	0	0	1
VEGFC	0	0	1
IL18	0	0	3
SYN3	0	0	2
SYN2	0	0	6
VEGFA	0	0	9
Rab6b	0	0	3
SYN1	0	0	14
VEGFB	0	0	2
IL1A	0	1,00	3
IL1B	0	1,00	4
CFHR1	0	0	1
KITLG	0	0	1
CFHR3	0	0	1
DMC1	0	0	3
CFHR5	0	0	1
FSHR	0	0	3
CFHR4	0	0	1
PABPC4	0	0	9
PABPC1	0	0	28
SYNC	0	0	1
FBF1	0	0	14
ACY1	0	0	1
IGSF21	0	0	28
KALRN	0	0	4
Ncoa3	0	0	1
Ncoa2	0	0	5
Cript	0	0	1
Esrrg	0	0	2
NFIL3	0	0	1
YGL262W	0	0	1
ZNF585B	0	0	1
ATP6V1G1	0	0	2
ATP6V1G2	0	0	1
PBRM1	0	0	5
Uqcrc2	0	0	1
Uqcrc1	0	0	1
GAK	0	0	5
GAN	0	0	6
HNRNPA2B1	0	0	10
AGGF1	0	0	3
PNPLA2	0	0	2
IL22	0	0	3
SYNM	0	0	2
IL21	0	0	1
Nedd4	0	0	1
IL25	0	0	1
NUDT3	0	0	5
NUDT1	0	0	2
RAB22A	0	0	3
SH3RF2	0	0	1
SH3RF1	0	0	4
NUDT5	0	0	1
AKAP13	0	0	12
Sip1	1	0	3
AKAP14	0	0	1
AKAP11	0	0	8
AKAP12	1	0	4
SPTAN1	0	0	27
AKAP10	0	0	2
TFAP2B	0	0	6
TFAP2C	0	0	3
UBE2H	0	0	42
UBE2I	0	0	122
IL4R	0	0	9
Hnrpm	0	0	1
UBE2C	0	0	9
GCA	0	0	2
UBE2F	0	0	1
TJAP1	0	0	1
UBE2A	0	0	7
UBE2B	0	0	9
GCG	0	0	1
VCAM1	0	0	5
GCK	0	0	3
UBE2W	0	0	57
PPIA	0	0	10
SCNN1G	1	0	7
SHQ1	0	0	2
UBE2Z	0	0	19
UBE2S	0	0	2
UBE2T	0	0	10
UBE2U	0	0	65
Fas	0	0	1
SCNN1B	0	0	7
PPIG	0	0	2
UBE2O	0	0	3
RPP21	0	0	1
PPIF	0	0	1
PPIH	0	0	5
UBE2K	0	0	45
PPIB	0	0	7
RPP25	0	0	4
UBE2M	0	0	11
PPIE	0	0	3
TFAP2A	0	0	11
PPID	0	0	8
UBE2N	0	0	65
RELA	1	0	104
GDA	0	0	1
ZFAND5	0	0	2
ZFAND6	0	0	1
SCNN1A	0	0	12
UBE3A	0	0	16
UBE3C	0	0	4
RELB	20	1,00	21
REM1	0	0	4
RELN	0	0	2
Rad23a	0	0	1
Rad23b	0	0	2
RPP14	0	0	4
RUNX1T1	0	0	27
TGIF2	0	0	3
TGIF1	0	0	14
SYT4	0	0	2
SYT3	0	0	2
POU3F1	0	0	1
SYT2	0	0	2
RPP40	0	0	4
SYT1	0	0	16
POU3F2	0	0	2
SYT9	0	0	4
POU3F3	0	0	1
SYT8	0	0	1
POU3F4	0	0	3
C8orf33	0	0	3
SYT7	0	0	1
GEM	0	0	3
MXD1	0	0	11
MAP7D1	0	0	5
HHT2	0	0	6
HHT1	0	0	6
MXD3	0	0	4
MXD4	0	0	4
FBN1	0	0	5
IL7R	4	1,00	2
FBN2	0	0	2
SRP19	0	0	4
Fbxo24	0	0	2
CACNA1A	0	0	4
Ruvbl1	0	0	2
RPP30	0	0	3
CACNA1C	0	0	5
CACNA1B	0	0	2
CACNA1E	0	0	1
SRP14	0	0	4
HIGD1B	0	0	1
HOXB13	0	0	6
CACNA1F	0	0	1
CACNA1H	0	0	1
alien	0	0	1
TMEM222	0	0	2
CACNA1S	0	0	1
IL6R	0	0	4
RPP38	0	0	3
ARFGEF2	0	0	6
Fbxo32	0	0	2
ARFGEF1	0	0	4
Fbxo34	0	0	2
SGOL1	0	0	4
EPN1	0	0	13
ADA2	0	0	1
Dnm1	0	0	1
EPN2	0	0	3
GH1	0	0	5
Dnm2	0	0	1
Dnm3	0	0	1
TMEM214	0	0	1
DPPA4	0	0	7
TMEM216	0	0	1
RER1	0	0	3
DPPA2	0	0	16
IL9R	0	0	2
MS4A3	0	0	2
FBP1	0	0	7
CUEDC1	1	0	1
CUEDC2	0	0	2
FBP2	0	0	1
MS4A2	0	0	1
MS4A1	0	0	3
Ywhaq	0	0	1
RAP1GDS1	0	0	11
C8orf41	0	0	9
DHRS7B	0	0	1
ADAR	0	0	3
PHTF1	0	0	1
Ywhae	0	0	3
GHR	0	0	18
Ywhag	0	0	1
C8orf48	0	0	2
TMEM203	0	0	1
MKNK1	0	0	11
MKNK2	0	0	5
DACT1	0	0	2
TAH18	0	0	1
ATF7IP	0	0	12
Aven	0	0	1
GIF	0	0	1
C10orf10	1	0	5
SSRP1	0	0	20
EPOR	0	0	23
Wee1	0	0	2
SNTB1	0	0	4
REST	0	0	13
SETBP1	0	0	1
SUGT1	0	0	3
KRAS	0	0	10
TRIB3	0	0	24
SNTB2	1	0	11
Ywhaz	0	0	1
TRIB1	0	0	1
RERE	0	0	7
LDB2	0	0	2
LDB1	0	0	13
Wiz	0	0	1
LDB3	0	0	1
ADD2	0	0	2
ADD1	0	0	12
SGOL2	0	0	2
GET4	0	0	12
SNTA1	0	0	15
AP1S1	0	0	7
EPR1	0	0	1
REV1	0	0	2
SCRIB	0	0	3
GTPBP3	0	0	5
GTPBP4	0	0	5
TOLLIP	0	0	26
GLA	0	0	1
PCDHB5	0	0	1
HERC2P2	0	0	1
ARPC5L	0	0	2
GLS	0	0	1
PPOX	0	0	2
YBR284W	0	0	1
MXI1	0	0	2
C10orf12	0	0	2
NEURL	0	0	2
C10orf18	0	0	2
TAF9B	0	0	6
DMPK	0	0	2
C10orf54	0	0	1
EPT1	0	0	1
TERF1	0	0	28
TERF2	0	0	18
FOSL2	0	0	1
FOSL1	15	1,00	8
SNAI2	0	0	3
SNAI3	0	0	3
MMS19	0	0	9
SNAI1	0	0	14
YFR035C	0	0	1
ANAPC16	0	0	1
CTBP2	0	0	28
CTBP1	0	0	45
XPA	0	0	11
XPC	0	0	16
EPRS	0	0	9
ANAPC10	0	0	10
ANAPC11	0	0	10
EPS8	0	0	16
ADH5	0	0	4
CDK5RAP2	0	0	14
HMOX1	0	0	4
TIMM17B	0	0	2
HMOX2	0	0	10
AP1S2	0	0	2
CDK5RAP1	0	0	1
PCDHA4	0	0	13
TIMM17A	0	0	4
PROM1	0	0	1
BARD1	0	0	33
CDK5RAP3	0	0	11
CSNK1A1	0	0	17
SHPRH	0	0	4
SEC16B	0	0	1
SEC16A	0	0	1
APC11	0	0	1
GP5	0	0	1
NUTF2	0	0	6
SNU114	0	0	1
GP6	0	0	2
TAF6L	0	0	6
NCOR1	0	0	76
NCOR2	0	0	48
ADI1	0	0	2
UBC36	0	0	1
PLEKHM1	0	0	4
UBC35	0	0	1
KLKB1	0	0	2
MGLL	0	0	1
GPI	0	0	2
ARPC1A	0	0	1
GMEB1	0	0	3
GMEB2	0	0	1
YTHDC1	0	0	7
YTHDC2	0	0	1
C10orf62	0	0	4
ARPC1B	0	0	3
FAM82A2	0	0	3
AEBP2	0	0	7
LDHD	0	0	1
TAF5L	0	0	8
LDHA	0	0	2
TIMP3	0	0	2
TIMP4	0	0	1
TIMP1	0	0	5
TIMP2	0	0	4
AP1M1	0	0	15
TEAD1	0	0	6
IGHA2	0	0	4
TEAD2	0	0	2
TEAD3	0	0	5
AP1M2	0	0	6
TEAD4	0	0	3
IGHA1	0	0	3
Sult1e1	0	0	1
YTHDF1	0	0	1
YTHDF2	0	0	3
MGMT	0	0	7
MAP1S	0	0	5
SYNJ2BP	0	0	7
MAP1A	0	0	7
MKLN1	0	0	3
CTSL1	0	0	3
PLEKHO1	0	0	3
SMOC2	0	0	1
MAP1B	0	0	15
NDUFA4L2	0	0	10
NUCB1	0	0	3
NUCB2	0	0	2
C10orf88	0	0	2
C10orf82	0	0	1
GRL	0	0	1
ARPC3B	0	0	1
GRN	0	0	10
SLC8A1	0	0	1
KRI1	0	0	1
TAF7L	0	0	3
GSC	0	0	1
OBFC1	0	0	1
LOC442227	0	0	1
GSN	1	0	18
TLE4	0	0	3
SNRPN	0	0	7
TLE3	0	0	3
Clip1	0	0	1
TLE2	0	0	14
RAB2A	0	0	4
SUPT16H	0	0	14
PPIL3	0	0	1
YIPF2	0	0	1
RARS2	0	0	1
Clip2	0	0	1
TLE1	0	0	65
YIPF3	0	0	2
GSR	0	0	1
Tada3	0	0	2
YIPF4	0	0	1
CEP110	0	0	3
YIPF6	0	0	1
VRK1	0	0	4
VRK2	0	0	3
Grap2	0	0	6
VRK3	0	0	1
ILF2	0	0	10
ILF3	0	0	19
HIC1	0	0	5
SNRPA	0	0	5
RAB32	0	0	1
RAB37	0	0	3
DMWD	0	0	35
AAGAB	0	0	1
RAB35	0	0	3
LRFN1	0	0	1
PLXNB3	0	0	1
SNRPF	0	0	12
PLXNB2	0	0	5
CSPG5	0	0	1
SNRNP27	0	0	3
PLXNB1	0	0	11
CSPG4	0	0	3
SNRPG	0	0	18
PPIL4	0	0	1
KIAA0528	0	0	1
SNRNP25	0	0	2
SNRPE	0	0	16
PPIL5	0	0	2
SNRPB	0	0	26
SNRPC	0	0	2
RAB1A	0	0	17
RAB1B	0	0	4
EIF2C4	0	0	1
PROS1	0	1,00	2
AUP1	0	0	12
DDRGK1	0	0	1
RAB26	0	0	3
RAB24	0	0	3
RAB25	0	0	7
SLC39A7	0	0	3
SLC39A6	0	0	1
TXNL4B	0	0	1
TXNL4A	0	0	5
LDLR	0	0	9
PLEKHJ1	0	0	3
EIF2B5	0	0	4
EIF2B4	0	0	1
RAB4B	0	0	1
EIF2B3	0	0	4
TLG2	0	0	2
Cnot7	0	0	2
M6PR	0	0	4
GFAP	0	0	17
TFDP1	0	0	10
TFDP2	0	0	5
KIAA1875	0	0	1
RAB5A	0	0	26
EIF2C3	0	0	1
EIF2C2	0	0	11
RAB5B	0	0	4
EIF2C1	0	0	6
BRSK1	0	0	1
RAB3C	0	0	4
BRSK2	0	0	2
RAB3D	0	0	4
RAB3A	0	0	13
SLC26A3	0	0	1
RAB3B	0	0	6
SIC1	0	0	2
IL5RA	0	0	6
CDC14A	0	0	6
CDC14B	0	0	1
HSPBP1	0	0	4
SALL1	0	0	3
SALL2	0	0	4
SALL4	0	0	2
IGHG1	0	0	1
KAL1	0	0	1
PLXNA1	0	0	4
EIF2B2	0	0	3
SRGAP2	0	0	8
RAB4A	0	0	13
EIF2B1	0	0	12
BZRAP1	0	0	1
RFC4	0	0	15
Grin3a	0	0	1
ANGPT4	0	0	2
RFC5	0	0	17
RFC2	0	0	16
ANGPT2	0	0	1
RFC3	0	0	8
ANGPT1	0	0	1
RFC1	0	0	31
RPL13A	0	0	1
TPRKB	0	0	2
KRTAP19-5	0	0	1
Eif4e	0	0	2
KIAA0564	0	0	1
SLC26A8	0	0	1
TNRC6A	0	0	3
TNRC6B	0	0	4
CATSPER1	0	0	7
SEH1L	0	0	7
PLEKHF1	0	0	2
PLEKHF2	0	0	21
Eif3l	0	0	1
CYR61	0	0	2
PIP5KL1	0	0	3
P2RY1	0	0	2
PROP1	0	0	1
PRP11	0	0	1
Cdc42	0	0	1
PLEKHG2	0	0	3
Cdc40	0	0	2
CEP135	0	0	1
RNGTT	0	0	1
ADSL	0	0	3
KRR1	0	0	4
FBXL18	1	0	3
FBXL19	0	0	3
GFER	0	0	3
Epha1	0	0	1
FBXL12	0	0	1
SELENBP1	0	0	8
VAPA	0	0	8
RAB10	0	0	7
SNRNP40	0	0	15
